Cancer Site,Year,Tumour Type,Tumour Type 2,Tumour Type 3,Tumour Type 4,Tumour Type 5,Tumour Type 6,Tumour Type 7,Basis of Diagnosis,Stage,Stage Detail,Stage Detail 2,Stage Detail 3,Age,Age Detail,Region,Gender,Grade,Nodal Status,Deprivation,Incidence,Population,Incidence Rate,Incidence Rate LCI,Incidence Rate UCI,Routes Population,Screening,Screening percentage,Screening percentage LCI,Screening percentage UCI,Two Week Wait,Two Week Wait percentage,Two Week Wait percentage LCI,Two Week Wait percentage UCI,GP Referral,GP Referral percentage,GP Referral percentage LCI,GP Referral percentage UCI,Other Outpatient,Other Outpatient percentage,Other Outpatient percentage LCI,Other Outpatient percentage UCI,Inpatient Elective,Inpatient Elective percentage,Inpatient Elective percentage LCI,Inpatient Elective percentage UCI,Emergency Presentation,Emergency Presentation percentage,Emergency Presentation percentage LCI,Emergency Presentation percentage UCI,DCO,DCO percentage,DCO percentage LCI,DCO percentage UCI,Unknown Route,Unknown Route percentage,Unknown Route percentage LCI,Unknown Route percentage UCI,Route not classified,Route not classified percentage,Route not classified percentage LCI,Route not classified percentage UCI,Treatment cohort,CT count,CT percentage,CT percentage LCI,CT percentage UCI,RT count,RT percentage,RT percentage LCI,RT percentage UCI,Surgery count,Surgery percentage,Surgery percentage LCI,Surgery percentage UCI,CT only count,CT only percentage,CT only percentage LCI,CT only percentage UCI,RT only count,RT only percentage,RT only percentage LCI,RT only percentage UCI,Surgery only count,Surgery only percentage,Surgery only percentage LCI,Surgery only percentage UCI,CT and RT count,CT and RT percentage,CT and RT percentage LCI,CT and RT percentage UCI,Surgery and CT count,Surgery and CT percentage,Surgery and CT percentage LCI,Surgery and CT percentage UCI,Surgery and RT count,Surgery and RT percentage,Surgery and RT percentage LCI,Surgery and RT percentage UCI,Surgery and CT and RT count,Surgery and CT and RT percentage,Surgery and CT and RT percentage LCI,Surgery and CT and RT percentage UCI,Other care count,Other care percentage,Other care percentage LCI,Other care percentage UCI,Initial cohort size,Survival cohort size,Net survival 03m,Net survival 03m LCI,Net survival 03m UCI,Kaplan-Meier survival 03m,Kaplan-Meier survival 03m LCI,Kaplan-Meier survival 03m UCI,Net survival 06m,Net survival 06m LCI,Net survival 06m UCI,Kaplan-Meier survival 06m,Kaplan-Meier survival 06m LCI,Kaplan-Meier survival 06m UCI,Net survival 09m,Net survival 09m LCI,Net survival 09m UCI,Kaplan-Meier survival 09m,Kaplan-Meier survival 09m LCI,Kaplan-Meier survival 09m UCI,Net survival 12m,Net survival 12m LCI,Net survival 12m UCI,Kaplan-Meier survival 12m,Kaplan-Meier survival 12m LCI,Kaplan-Meier survival 12m UCI,Net survival 24m,Net survival 24m LCI,Net survival 24m UCI,Kaplan-Meier survival 24m,Kaplan-Meier survival 24m LCI,Kaplan-Meier survival 24m UCI,Net survival 36m,Net survival 36m LCI,Net survival 36m UCI,Kaplan-Meier survival 36m,Kaplan-Meier survival 36m LCI,Kaplan-Meier survival 36m UCI,Net survival 48m,Net survival 48m LCI,Net survival 48m UCI,Kaplan-Meier survival 48m,Kaplan-Meier survival 48m LCI,Kaplan-Meier survival 48m UCI,Net survival 60m,Net survival 60m LCI,Net survival 60m UCI,Kaplan-Meier survival 60m,Kaplan-Meier survival 60m LCI,Kaplan-Meier survival 60m UCI,Net survival 72m,Net survival 72m LCI,Net survival 72m UCI,Kaplan-Meier survival 72m,Kaplan-Meier survival 72m LCI,Kaplan-Meier survival 72m UCI,Net survival 84m,Net survival 84m LCI,Net survival 84m UCI,Kaplan-Meier survival 84m,Kaplan-Meier survival 84m LCI,Kaplan-Meier survival 84m UCI
Liver and biliary tract,2013,Malignant liver and biliary,Liver excluding intrahepatic cholangiocarcinoma,Hepatocellular carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-2,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 70-79,Age 70-79,All England,Persons,Not split by grade,Not split by nodal status,All,46,3849248,1.195,0.875,1.594,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j
Liver and biliary tract,2013,Malignant liver and biliary,Liver excluding intrahepatic cholangiocarcinoma,Hepatocellular carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-2,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 70-79,Age 70-79,All England,Female,Not split by grade,Not split by nodal status,All,13,2051396,0.634,0.337,1.084,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j
Liver and biliary tract,2013,Malignant liver and biliary,Liver excluding intrahepatic cholangiocarcinoma,Hepatocellular carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-2,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 70-79,Age 70-79,All England,Male,Not split by grade,Not split by nodal status,All,33,1797852,1.836,1.263,2.578,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j
Liver and biliary tract,2013,Malignant liver and biliary,Liver excluding intrahepatic cholangiocarcinoma,Hepatocellular carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-2,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 80+,Age 80+,All England,Persons,Not split by grade,Not split by nodal status,All,26,2538132,1.024,0.669,1.501,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j
Liver and biliary tract,2013,Malignant liver and biliary,Liver excluding intrahepatic cholangiocarcinoma,Hepatocellular carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-2,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 80+,Age 80+,All England,Female,Not split by grade,Not split by nodal status,All,4,1569773,0.255,0.069,0.652,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j
Liver and biliary tract,2013,Malignant liver and biliary,Liver excluding intrahepatic cholangiocarcinoma,Hepatocellular carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-2,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 80+,Age 80+,All England,Male,Not split by grade,Not split by nodal status,All,22,968359,2.272,1.423,3.44,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j
Liver and biliary tract,2013,Malignant liver and biliary,Liver excluding intrahepatic cholangiocarcinoma,Hepatocellular carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 3-4,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,413,53865817,0.767,0.695,0.844,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j
Liver and biliary tract,2013,Malignant liver and biliary,Liver excluding intrahepatic cholangiocarcinoma,Hepatocellular carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 3-4,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 00-69,Age 00-69,All England,Persons,Not split by grade,Not split by nodal status,All,196,47478437,0.413,0.357,0.475,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j
Liver and biliary tract,2013,Malignant liver and biliary,Liver excluding intrahepatic cholangiocarcinoma,Hepatocellular carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 3-4,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 00-69,Age 00-69,All England,Female,Not split by grade,Not split by nodal status,All,41,23710679,0.173,0.124,0.235,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j
Liver and biliary tract,2013,Malignant liver and biliary,Liver excluding intrahepatic cholangiocarcinoma,Hepatocellular carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 3-4,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 00-69,Age 00-69,All England,Male,Not split by grade,Not split by nodal status,All,155,23767758,0.652,0.554,0.763,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j
Liver and biliary tract,2013,Malignant liver and biliary,Liver excluding intrahepatic cholangiocarcinoma,Hepatocellular carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 3-4,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 70-79,Age 70-79,All England,Persons,Not split by grade,Not split by nodal status,All,142,3849248,3.689,3.107,4.348,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j
Liver and biliary tract,2013,Malignant liver and biliary,Liver excluding intrahepatic cholangiocarcinoma,Hepatocellular carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 3-4,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 70-79,Age 70-79,All England,Female,Not split by grade,Not split by nodal status,All,31,2051396,1.511,1.027,2.145,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j
Liver and biliary tract,2013,Malignant liver and biliary,Liver excluding intrahepatic cholangiocarcinoma,Hepatocellular carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 3-4,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 70-79,Age 70-79,All England,Male,Not split by grade,Not split by nodal status,All,111,1797852,6.174,5.079,7.435,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j
Liver and biliary tract,2013,Malignant liver and biliary,Liver excluding intrahepatic cholangiocarcinoma,Hepatocellular carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 3-4,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 80+,Age 80+,All England,Persons,Not split by grade,Not split by nodal status,All,75,2538132,2.955,2.324,3.704,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j
Liver and biliary tract,2013,Malignant liver and biliary,Liver excluding intrahepatic cholangiocarcinoma,Hepatocellular carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 3-4,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 80+,Age 80+,All England,Female,Not split by grade,Not split by nodal status,All,19,1569773,1.21,0.728,1.89,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j
Liver and biliary tract,2013,Malignant liver and biliary,Liver excluding intrahepatic cholangiocarcinoma,Hepatocellular carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 3-4,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 80+,Age 80+,All England,Male,Not split by grade,Not split by nodal status,All,56,968359,5.783,4.368,7.51,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j
Liver and biliary tract,2013,Malignant liver and biliary,Liver excluding intrahepatic cholangiocarcinoma,Hepatocellular carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage unknown,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,1811,53865817,3.362,3.209,3.521,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j
Liver and biliary tract,2013,Malignant liver and biliary,Liver excluding intrahepatic cholangiocarcinoma,Hepatocellular carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage unknown,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 00-69,Age 00-69,All England,Persons,Not split by grade,Not split by nodal status,All,864,47478437,1.82,1.7,1.945,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j
Liver and biliary tract,2013,Malignant liver and biliary,Liver excluding intrahepatic cholangiocarcinoma,Hepatocellular carcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage unknown,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 00-69,Age 00-69,All England,Female,Not split by grade,Not split by nodal status,All,164,23710679,0.692,0.59,0.806,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j
